dayro	169
qṭəlle	169
ʕade	169
aṯina	168
kətne	167
ʕaṣro	167
dayroyo	167
nafəl	166
15	166
zlamano	166
mədde	165
4	165
kaṯi	165
3	164
ele	163
ǧule	163
koḏəʕ	162
eli	162
2	161
dukṯe	161
dak	161
yatiwi	160
tərki	160
kəzze	160
mərde	160
1	160
20	159
uṯanwo	159
bolox	159
adlalyo	159
lawġul	159
omanno	159
menux	159
ḥasane	159
af	158
tə	158
aṣ	158
saʕaye	158
šəklano	157
ṭaw	157
dan	155
ag	155
bam	155
šrolo	155
zʕurano	155
čike	154
briṯo	154
baḥ	153
awwəl	153
daməx	153
mahzamle	152
kṯowe	151
7	151
saʕa	151
meni	151
ruḥa	151
maṭən	150
maḥatte	150
pire	149
laǧan	147
12	147
yatiwo	147
hule	147
koṯən	146
foṯe	146
rišo	146
ʕeze	146
kali	144
ze	143
hənnək	142
aliki	142
25	141
lan	141
hulele	141
mena	141
8	140
ṣəroye	140
xayifo	140
abadan	140
rawəx	140
dəb	139
gubo	139
14	139
zux	139
diyarbakər	138
wi	138
ḥanna	138
mšiḥo	138
greʕe	138
gəzzino	138
koḥoyər	138
bag	137
kəmmo	137
30	137
mḥalaqle	137
11	137
mamṭele	137
ahla	136
šmayo	136
ʕayno	135
ḥzelan	135
malla	135
šlomo	135
13	135
dat	134
xaṭər	134
marke	134
ḥəs	134
9	133
gabayye	132
ksoyəm	132
ṣaydo	132
haṯi	132
kalaš	132
qamoyo	131
iḏi	131
gawre	131
kef	131
aʕlux	131
baš	130
16	130
baḥar	130
mqabəl	129
fayišo	129
nafiqi	129
əzzənwo	128
arbaʕ	128
wayne	128
tleṯi	127
məd	127
daq	127
waxt	127
huwewo	127
qoyəm	127
laltaḥ	127
izux	127
səmla	126
aʕma	126
baṣro	126
qəryawoṯo	125
grəšle	125
kore	125
kəḏʕət	125
kətla	125
kətlan	125
daš	124
ənkan	124
ḥeṭe	124
walla	124
ḥasan	124
ḥakəm	124
səsyayḏe	124
ʕarabi	123
lišono	123
ap	123
18	123
hawa	123
mḥammad	122
əšto	122
laybi	122
17	122
19	122
mədone	121
maḥətle	121
tox	121
admo	121
26	121
23	121
ummi	121
moro	120
sahla	120
35	120
mhalaxle	120
disane	120
šuqo	119
lebi	119
madʕalle	119
dab	118
barṯi	118
kurrəko	118
kobəʕ	118
22	118
24	118
mammo	118
baynoṯayye	117
zabno	117
sawal	117
məštuṯo	117
babux	117
ṭayo	116
mḥalle	116
ʕeḏo	116
bage	116
aṯət	116
šabṯo	115
oṯən	115
29	115
003	115
ḥal	114
mədla	114
ḥəlla	114
002	114
soz	113
kṯowo	113
kətwolan	113
ḥoṯi	113
əzzino	113
kḥoyər	113
21	113
27	113
aḥmad	113
tux	113
məllela	113
kətwolle	112
yusəf	112
čik	112
ḥamməš	112
31	112
kəmmət	112
33	112
001	112
əzze	111
32	111
28	111
004	111
006	111
007	111
mšayele	110
si	110
taḥte	110
faqat	110
qoḏ	110
005	110
008	110
009	110
ṣafrayto	110
ʕiwardo	109
ʕəl	109
qaṭuno	109
kurfo	109
010	109
37	108
muxtar	108
gaḥxo	108
36	108
latwa	108
34	108
qarʕa	108
aḏəʕ	108
mini	108
latle	107
ʕammi	107
barṯe	107
basimo	107
axile	107
ḥzela	107
gawa	106
011	106
saʕid	105
dəṯxu	105
kowən	105
šafiro	105
kəḏʕono	105
ruḥux	105
012	105
013	105
014	105
015	105
bənne	104
šabo	104
qayse	104
lalye	104
amro	104
kəbʕət	104
mšiḥoye	103
soyəm	103
hawiwo	103
əšma	103
faqiro	103
kačal	103
səsye	103
elux	103
016	103
017	103
018	103
əzzewo	102
abrayḏi	102
ġamo	102
šqile	102
balad	102
019	102
xaṣra	101
zoxu	101
ənsan	101
damixo	101
ʕarab	101
ḥamši	100
suriya	100
naʕəmto	100
aṯiwo	100
mawbele	100
naqlayo	100
020	100
021	100
023	100
hay	99
ḥzelox	99
dawle	99
ṭahər	99
ṣluṯo	99
022	99
dad	98
daʕiri	98
samwo	98
ṭrele	98
lalyawo	98
nafiqo	98
zad	98
ko	98
ramḥəl	97
fayəšno	97
amma	97
mir	97
bat	96
kazzino	96
ʕulmo	96
ksaymi	96
ǧamaʕa	96
kefo	96
024	96
semo	95
bad	95
šwaʕ	95
šaməʕ	95
100	94
səmlan	94
yade	94
əzzano	94
skandar	94
ḥaḏ	94
gdoṯe	94
haymən	94
ʕafro	93
025	93
hawile	92
baq	92
qṭil	92
ham	92
kətwayle	92
40	91
kalo	91
kəmmile	91
deri	91
əzzanowo	91
ḥamšaḥṣar	91
appe	91
edi	91
maḥatla	91
026	91
027	91
qadər	90
kurmanǧ	90
zox	90
kan	90
naḥiti	90
merəko	90
mina	90
kallawat	90
komalle	90
028	90
029	90
ḥawrone	89
lam	89
daṭ	89
ḥarayto	89
lirat	89
lann	89
aʕlayna	89
walay	89
030	89
031	89
bab	88
baytayḏe	88
dəkṯo	88
məǧləs	88
az	88
kewo	88
buġdəd	88
məḏyoye	87
žənnəke	87
naqwo	87
manṭanwo	87
ṭayre	87
fema	87
sabʕo	87
gdomər	87
ṣṭambəl	87
ḥoli	86
qawro	86
gziro	86
ṭləble	86
kone	86
032	86
lab	85
ḥanne	85
maṭino	85
ʕisa	85
toxu	85
se	85
haqqa	85
033	85
hawino	84
laḥ	84
saləq	84
samno	84
aḏiʕət	84
latli	84
hedika	84
zaman	84
034	84
035	84
kətwe	83
kumarno	83
bak	83
mšayaʕle	83
aʕmayna	83
kətte	83
fəlan	83
kibox	83
ftəḥle	83
midən	83
s	83
kəmmat	83
towe	83
zoġo	83
walayaṯe	83
biyya	82
mani	82
yawmawo	82
šaməʕno	82
rab	82
qarʕi	82
kəbʕat	82
amar	82
ala	82
barṯayḏi	82
040	82
ban	81
kəḏʕina	81
ḥalwo	81
imomo	81
qayəmno	81
ḥəmmam	81
kiba	81
mərralle	81
darmono	81
qḏole	81
mhalaxxe	81
tlaṯ	81
036	81
037	81
038	81
039	81
041	81
qarʕux	81
usuf	81
astəl	80
saymi	80
raġle	80
sayfayḏe	80
ḥozina	80
səmlux	80
042	80
xangir	80
nari	80
almanya	79
wayna	79
ḥarb	79
dərto	79
naqqe	79
kuhne	79
saṯwo	79
045	79
ṭr	78
mʕarṯo	78
baxča	78
laʕ	78
mawfaqle	78
gud	78
gəzzi	78
043	78
046	78
048	78
maḥ	77
ḥaye	77
gabo	77
kətwola	77
šamʕən	77
ksamno	77
kəbʕeno	77
daǧ	77
yalla	77
lawo	77
komo	77
gaba	77
ṣawmo	77
ax	77
bayne	77
mofaqle	77
gabux	77
044	77
047	77
050	77
ḥtiyat	76
lak	76
maṯe	76
qamuṯe	76
gorgis	76
faqaṭ	76
minux	76
049	76
051	76
bann	75
tərk	75
azzi	75
ḥaru	75
maq	75
klay	75
nofəq	75
gdoṯeno	75
darwiš	75
052	75
053	75
054	75
əmmiwole	74
saymina	74
ḥərre	74
naḏ	74
kuyo	74
barṣawmo	73
ṭabi	73
maḥətte	73
ḥzay	73
mahzamme	73
kuhno	73
xabre	73
karəx	73
kfarze	73
mətyaqnat	73
azzayo	73
055	73
mərli	72
awruppa	72
ṣṭanbul	72
azzan	72
zlamat	72
qṭəʕle	72
aġlab	72
he	72
miṯo	72
dawmo	72
ʕayna	72
41	72
056	72
zawno	71
kafno	71
karme	71
zangin	71
masalaṯe	71
qanyone	71
šeno	71
məqdar	71
may	71
ruḥo	71
madam	71
malfono	70
marfele	70
naqqawoṯo	70
laq	70
ač	70
rustam	70
057	70
ʕavd	70
teli	70
lowe	69
dəžmən	69
kəzzən	69
mayko	69
malak	69
kəllən	69
qaṭlo	69
gawriye	69
madrase	69
qaḥwe	69
ramazano	69
yatiwe	69
hol	69
malkayḏi	69
quzo	69
059	69
060	69
061	69
062	69
063	69
ʕayšane	69
amṭele	68
mawballe	68
aʕlayxu	68
fayišina	68
mak	68
alla	68
ah	68
mawṣal	68
maḥtole	68
39	68
ḥaram	68
mbele	68
gəzzux	68
barṯayḏux	68
zine	68
dəbbe	68
058	68
065	68
066	68
dukkane	67
50	67
ʕaqəl	67
čara	67
kuḏaʕ	67
qumayye	67
bəṯra	67
babe	67
ḥoze	67
axər	67
qaḏ	67
bazərgan	67
va	67
žənəke	67
064	67
067	67
ḥayyat	66
dawme	66
kas	66
kalən	66
xabrano	66
ḥayye	66
dinore	66
səstayḏe	66
minan	66
əzzux	66
kandar	66
068	66
069	66
072	66
hetim	66
kurmanǧi	65
kayəsto	65
bəlḥuḏe	65
kačkat	65
hawli	65
qayso	65
mašhur	65
əḏʕiwo	65
afrəm	65
kačkaṯe	65
qayṭo	65
obe	65
allah	65
drele	65
bavo	65
barriye	65
-ze	65
šulṭonayḏi	65
070	65
071	65
saymat	65
hawila	64
mawxa	64
karmo	64
kəlla	64
maqsi	64
əzzan	64
basəmto	64
beʕe	64
raḥuqo	64
bərġəl	64
las	64
qəṣṣa	64
ṭralle	64
kar	64
rawixe	64
tawro	64
kla	64
073	64
074	64
mḥamma	64
ḥaṯo	63
darmone	63
tuma	63
šawṯo	63
kətwoli	63
odaye	63
maṭina	63
baqoro	63
075	63
brazi	63
lebo	63
maktub	63
nošayḏan	63
103	63
malaxo	63
duš	63
mamṭalle	63
qara	63
gəzze	63
uḏaʕwo	62
hala	62
mḥalaqqe	62
ʕaǧam	62
108	62
ḥamro	62
38	62
101	62
buwe	62
waʕd	62
tavda	62
zaynal	62
taždin	62
msəkke	61
mam	61
mann	61
laṭ	61
sowo	61
xwa	61
nəʕman	61
ḥalano	61
zəmriwo	61
oṯət	61
eee	61
diwan	61
102	61
107	61
damixi	61
alle	61
iḏo	60
ʕitawoṯo	60
šafərto	60
lalʕəl	60
kibi	60
hə	60
noṭat	60
ḥṭiṯo	60
safar	60
masala	60
koxəl	60
mqatalle	60
traḥṣar	60
xort	60
104	60
105	60
ṣṭanbəl	60
pirat	60
huyo	60
ḥəlli	60
076	60
xalq	59
bdele	59
lad	59
kobe	59
kulan	59
farida	59
qəsəm	59
kqoyəm	59
al	59
foyəš	59
musa	59
maḥtile	59
ahl	59
əbʕət	59
ǧġaliye	59
laybe	59
106	59
kəḏʕat	59
əmmat	59
zbəṭle	59
bakko	59
gamlo	59
077	59
078	59
079	59
080	59
mas	58
tmoni	58
ʕabiri	58
əšmayye	58
dəkoṯo	58
maʕ	58
mqadamle	58
mamnun	58
marfalle	58
mamme	58
081	58
koqoyəm	58
ʕawan	58
klozəm	57
gabro	57
ḥadodo	57
ruḥayna	57
mayiṯo	57
masayəl	57
aʕmayxu	57
dag	57
qole	57
mawto	57
tane	57
qralle	57
demoqraṭ	57
dugle	57
ḥawlo	57
ruʕye	57
ayfo	57
109	57
110	57
112	57
113	57
mətyaqnət	57
iḏoṯe	57
raḏ	57
kətwayne	57
haž	57
kəmmole	57
gəzzano	57
ǧən	57
baran	57
mənayna	56
kalbe	56
qadišo	56
šəmšo	56
alyas	56
abu	56
azzewo	56
basime	56
dayroye	56
mayo	56
manək	56
nuxroyo	56
babaṯṯe	56
rawixi	56
gelo	56
qunaġ	56
111	56
114	56
aṯile	56
biya	56
səsyaṯṯe	56
082	56
kačalok	56
kayise	55
kubaʕno	55
qaše	55
ḥəngi	55
msəkle	55
ṭlawḥe	55
kon	55
ruʕyo	55
ʕənwe	55
šeṯ	55
saʕat	55
116	55
mṭele	55
itux	55
mufti	55
083	55
izolux	55
qambar	55
latwe	54
iḏayye	54
tfənge	54
abəʕ	54
rawixo	54
buwwe	54
kəḏʕi	54
ho	54
kayiwo	54
kəṯyo	54
hali	54
məǧġəl	54
goro	54
tlele	54
120	54
nəč	54
115	54
118	54
119	54
manne	54
ḥozeno	54
hət	54
afandim	54
085	54
086	54
089	54
kile	54
yalənəz	54
ǧərǧo	53
zabnawo	53
maxlaṣle	53
hal	53
rawmo	53
maʕlele	53
ḥaǧǧi	53
zlamawo	53
ṭurʕabdin	53
dano	53
talgo	53
ay	53
117	53
123	53
oṯat	53
ṭawwo	53
mballe	53
dukano	53
diḏax	53
084	53
baṣuṣ	53
ǧəddi	52
qṭili	52
ḥṣar	52
səlo	52
ṣəroyo	52
xan	52
maʕlum	52
qalʕo	52
ʕwone	52
121	52
mḥaḏ	52
hawar	52
obatli	52
aḥunux	52
087	52
088	52
090	52
091	52
092	52
badran	52
tarix	51
axəlle	51
tamam	51
xanǧar	51
mədli	51
təšʕo	51
mḥalaqla	51
ndaṯ	51
umarwo	51
azzox	51
latimi	51
mḥela	51
taxt	51
kəmmila	51
hway	51
galdo	51
šalwo	51
bal	51
xud	51
amalli	51
qaṭun	51
094	51
slayman	50
sə	50
naqqat	50
əṯyo	50
lawi	50
maḥtiwo	50
ʕezo	50
laxalf	50
leba	50
kamilo	50
šqəlle	50
xalil	50
men	50
122	50
124	50
125	50
127	50
ḥabəs	50
qḥir	50
xude	50
kəzzehən	50
həngi	50
093	50
095	50
096	50
madrašto	49
tmone	49
zor	49
amarika	49
lḥuḏe	49
ǧiran	49
tanuro	49
mḥeli	49
faqire	49
ṭaʕino	49
parti	49
eh	49
126	49
komanno	49
ǧeriye	49
zed	49
097	49
mobele	49
maydan	48
goya	48
gabriyel	48
nəquṣo	48
kətwolən	48
kfoyəš	48
hiyya	48
ʕaylat	48
qaməšlo	48
səm	48
maz	48
əmmatli	48
daʕiro	48
130	48
ʕəlmo	48
128	48
škafte	48
kaġad	48
arnuwo	48
abrayḏux	48
ṭabiʕi	47
qadiri	47
armənoye	47
bsorino	47
šamʕun	47
saymət	47
aḥunayḏe	47
nšəqle	47
dowe	47
arbo	47
howən	47
maṭro	47
aṯro	47
60	47
dar	47
ḥadisa	47
latla	47
kḥoze	47
osman	47
kəbʕono	47
riši	47
kalyo	47
kətwaylan	47
ǧb	47
kosaymi	47
zlamayḏan	47
oṯeno	47
098	47
gdəmmi	47
kṯowano	46
hawina	46
ʕanqara	46
150	46
qaymaqam	46
kəbʕina	46
ʕatiqe	46
kətlox	46
čənki	46
təǧǧar	46
əzzi	46
kuḏʕət	46
70	46
hulela	46
šamošo	46
aṣəl	46
ḥəššabo	46
kafino	46
koḥayro	46
badle	46
ṭaʕne	46
əšti	46
hollanda	46
kṯiwo	46
129	46
131	46
132	46
133	46
134	46
135	46
136	46
137	46
138	46
140	46
qayyo	46
ela	46
ḥaǧi	46
komaḥti	46
ḥeḏər	46
lalʕal	46
malava	46
rumḥo	46
kəttat	46
qaṣṭaxana	45
dayəm	45
ḥaṯno	45
ḥḏor	45
diḏox	45
ġala	45
ṭaṣe	45
məšḥo	45
aḥunoni	45
qreli	45
štele	45
ṭaʕno	45
side	45
139	45
ayfe	45
šariʕa	45
maḥəsle	45
kaččəke	45
ebi	45
heviye	45
margo	45
099	45
stine	45
dawro	44
ḥawro	44
maqṣad	44
mšiḥoyo	44
anǧax	44
menox	44
ḥuzena	44
sayminawo	44
80	44
šəklat	44
huleli	44
maḥkame	44
way	44
taʕle	44
mamro	44
raġli	44
141	44
142	44
143	44
144	44
ʕruto	44
əmmiwa	44
ṣuroye	44
ġəzale	44
koḥoze	44
ṣpahi	44
iḏux	44
məlleli	44
kurrək	44
laystke	44
fako	43
daṣ	43
gaban	43
babox	43
axəsnoyo	43
huwanwo	43
swed	43
darga	43
nafilo	43
tay	43
ḥəzyoli	43
talafon	43
daywono	43
əmmət	43
nṣiwən	43
bəṯrayye	43
bač	43
ṭarfe	43
baxyo	43
200	43
tərto	43
bahro	43
mane	43
bala	43
məblole	43
ḥaṣa	43
šahro	43
aṯyono	43
qale	43
arbaḥṣar	43
gabano	43
oda	43
šarṭ	43
štaġaliye	43
qrelele	43
ḥurmayḏe	43
ruḥayḏi	43
babax	43
kmaḥwe	42
kətwayye	42
qawyo	42
lat	42
mərlele	42
darbe	42
itaw	42
mune	42
naṣib	42
oxəl	42
basəm	42
raḥəq	42
kəmarno	42
ǧġil	42
lar	42
kome	42
fayət	42
ʕaybo	42
ḥzelux	42
145	42
146	42
147	42
148	42
lwəšle	42
mafəryono	42
qam	42
ǧulayḏe	42
madʕalla	42
bardawil	42
murde	42
malkano	42
aṯat	42
dap	41
yarixo	41
šarbel	41
tarʕe	41
ftiḥo	41
kalšo	41
ḥaroyo	41
babəx	41
aṯənwo	41
naḥito	41
šafire	41
məqqayṣ	41
mətrowat	41
pasaport	41
gabayxu	41
baġle	41
fəkər	41
əšmi	41
hwele	41
səryayto	41
šmənto	41
ki	41
azzala	41
aḥunonayḏe	41
saymiwa	41
əbʕat	41
məllilux	41
zarzamine	41
qamoye	40
məlk	40
pasaportat	40
zaḥme	40
mab	40
šamʕune	40
šmuni	40
əzzeyo	40
amṭalle	40
qumu	40
kazzi	40
sawto	40
qadar	40
šamʕo	40
məbliwo	40
aṯtayḏi	40
idara	40
taǧər	40
laš	40
ḥaqiqatan	40
mərad	40
65	40
ḥaywan	40
rabəʕ	40
dewe	40
kətlux	40
149	40
151	40
279	40
qolo	40
kətno	40
kalənne	40
sʕore	40
gdoṯina	40
gəzzan	40
biro	40
tuyo	40
reše	40
ʕamayḏan	39
yaquro	39
gnowo	39
42	39
xalaṣ	39
arʕoṯo	39
kətwobən	39
zaʕfaran	39
manṭalle	39
kəzzino	39
škur	39
šar	39
šəqliwo	39
zəyudo	39
xliṯo	39
ʕəwdiwo	39
ṣafono	39
baytano	39
farxe	39
160	39
ftəḥla	39
qayimina	39
sayfe	39
oḏəʕ	39
ḥšəmto	39
mḏ	39
152	39
154	39
ḥakimo	39
ʕaql	39
ḥəzyole	39
wayno	39
qəryawoṯe	39
babayḏe	39
bari	39
raġloṯe	39
mḥelele	39
zbəṭṭe	39
kosoyəm	39
komalla	39
aṯti	39
kanne	39
genǧ	39
sowe	38
latne	38
asas	38
goran	38
pis	38
bole	38
ʕame	38
xaṣrayo	38
xayr	38
waḥ	38
45	38
zəfkar	38
naʕəm	38
mzabniwo	38
maṭyo	38
xəṣuṣi	38
qeno	38
ʕeḏe	38
ziyara	38
maḥət	38
mama	38
tawno	38
walaw	38
xaṣraṯe	38
wazire	38
čol	38
153	38
155	38
156	38
157	38
158	38
159	38
čəkle	38
medone	38
waḏ	38
oṯewa	38
šuro	38
ktowe	38
noba	38
zayʕat	38
faḥo	38
yusef	38
qaḥwa	38
faqqa	38
ǧuhu	38
anḥəl	37
mad	37
taqriban	37
-tloṯo	37
qariwo	37
maqbara	37
ṣahro	37
10-	37
luxat	37
šawʕi	37
ṣʕore	37
salim	37
ḥliṯo	37
šawṭo	37
masalan	37
bəṯri	37
hne	37
izoxu	37
mamṭeli	37
ḥayewən	37
soyamno	37
gweto	37
qrela	37
sətti	37
qurš	37
ǧġilo	37
ṭayrano	37
fərṭaʕno	37
naʕam	37
hawir	36
partisi	36
nošani	36
zabnano	36
kəmmənne	36
mayiṯi	36
mire	36
yaḥqub	36
hadiye	36
amin	36
3-	36
qumi	36
ǧeməʕ	36
səʕərt	36
ṭur	36
ḥmore	36
dukṯayye	36
qaləb	36
52	36
naḥətno	36
maqbele	36
qḏoli	36
šam	36
falqe	36
karixi	36
samo	36
nḥat	36
šqolo	36
xatune	36
ksaymət	36
emaṯṯe	36
raġla	36
aḏne	36
waroqe	36
ahlan	36
ḥeworo	36
saʕayat	36
mədlux	36
maḥšamme	36
raxu	36
pelagan	36
šammar	36
ṣərto	35
čaġ	35
tre-	35
kewe	35
kqodər	35
nafəqno	35
malyo	35
180	35
kətwolxu	35
nave	35
doʕər	35
3-4	35
-4	35
ṭləbbe	35
aḏiʕi	35
malle	35
ḥamməšmo	35
qoṭəʕ	35
addane	35
yaʕqub	35
ḥəyewən	35
arʕe	35
samyo	35
zmoro	35
170	35
64	35
ṣlibo	35
nfaq	35
zʕurawo	35
lalo	35
43	35
44	35
mšayalle	35
ʕaraq	35
77	35
161	35
162	35
foṯo	35
nofəl	35
šiḏo	35
fṣiḥuṯo	35
dukṯa	35
gdoʕər	35
omar	35
layəq	35
ḥurmayḏi	35
ṭarš	35
zax	35
ani	35
koḥozeno	35
ḥabušo	35
kḥayro	35
dmax	35
yawma	35
mlele	35
lebux	35
ḥawal	35
žmira	35
sefoqo	35
ṭayyəb	35
maktab	34
katolik	34
qəžla	34
kaldoye	34
hazax	34
ʕabiro	34
čalma	34
yaḥqo	34
baba	34
fayšiwo	34
qṭələnne	34
umarnolox	34
adib	34
huli	34
naʕimani	34
hərməz	34
qodər	34
ʕəraq	34
tene	34
daf	34
baṭ	34
ṭlamṯo	34
dalolo	34
bay	34
kəmme	34
nahrozo	34
53	34
ḥabis	34
tfənag	34
kursi	34
laḥdo	34
čalkoye	34
mliṯo	34
54	34
qamṣo	34
163	34
164	34
165	34
166	34
168	34
169	34
171	34
172	34
173	34
174	34
175	34
ḥaša	34
zʕure	34
šulṭone	34
həwewo	34
gdoṯən	34
kaleyo	34
ḥaṣi	34
mamṭela	34
brozo	34
maḏʕo	33
ʕaynayye	33
lišone	33
qanun	33
kṯəwle	33
ʕamṯo	33
mat	33
maǧ	33
183	33
aʕlox	33
ftəḥḥe	33
moṭe	33
ṭray	33
mḥasyo	33
ṣawme	33
qaṭmo	33
kise	33
ṣənʕa	33
qaqwone	33
kḥozət	33
ʕabdin	33
adro	33
47	33
hǧəmme	33
ḥərle	33
xalyo	33
sababano	33
ʕamar	33
čaʕ	33
ḥubo	33
tmənyo	33
sarbast	33
maḥətla	33
qarʕo	33
ʕazlo	33
59	33
167	33
177	33
192	33
aḏəʕno	33
ḥabuše	33
kəḏʕo	33
quma	33
ʕobər	33
šləḥle	33
abnoṯe	33
tmanyo	33
gtowe	33
sefoqe	33
mənxu	33
greʕayḏe	33
hərč	33
šamṯo	33
wazirayḏe	33
ḥasse	33
xu	32
falqo	32
muḥanwo	32
əšmone	32
ʕabdo	32
sḥaqo	32
qayo	32
ubiwonne	32
yaho	32
səmlox	32
šqili	32
ḥayf	32
mərleli	32
latlan	32
220	32
adana	32
maḥkalle	32
mamlake	32
səmwolle	32
maḥkanwo	32
300	32
luze	32
o	32
aḥo	32
maḥtiwole	32
ḥaṣo	32
ʕlayme	32
nəfus	32
karǧos	32
knofəq	32
74	32
ǧġili	32
mərlile	32
55	32
kəbʕi	32
yaman	32
dworo	32
75	32
176	32
178	32
179	32
182	32
184	32
185	32
186	32
187	32
188	32
190	32
191	32
193	32
194	32
195	32
196	32
197	32
203	32
223	32
čadər	32
daworo	32
səmlele	32
məṣər	32
abrayḏe	32
ṭawto	32
